SA,Naive FC-2,Naive HC-1,Iter,Naive HC-2
14586.091540575066,0,0,160,0
14057.073718751815,0,0,161,0
13555.597827083795,0,0,162,0
14056.622270068317,0,0,163,0
13554.863129040377,0,0,164,0
13052.669011813228,0,0,165,0
12551.735864437598,0,0,166,0
13079.971756192193,0,0,167,0
13581.873475587587,0,0,168,0
14083.429162553593,0,0,169,0
14585.834459030964,0,0,170,0
14083.467158176807,0,0,171,0
14083.467158176807,0,0,172,0
13581.92323205858,0,0,173,0
13080.414077151483,0,0,174,0
12579.480155168987,0,0,175,0
13081.229881402905,0,0,176,0
13081.229881402905,0,0,177,0
13583.272354376131,0,0,178,0
14084.233438869667,0,0,179,0
14585.58497639673,0,0,180,0
15086.73626766318,0,0,181,0
14585.099023310022,0,0,182,0
15086.783684738439,0,0,183,0
14585.813995421719,0,0,184,0
14056.045895718524,0,0,185,0
14056.045895718524,0,0,186,0
14056.045895718524,0,0,187,0
14056.045895718524,0,0,188,0
13553.495278720004,0,0,189,0
13553.495278720004,0,0,190,0
14054.792891058698,0,0,191,0
13549.211770551663,0,0,192,0
13047.056513909829,0,0,193,0
12545.446764803977,0,0,194,0
12545.446764803977,0,0,195,0
12043.756773742332,0,0,196,0
12043.756773742332,0,0,197,0
12043.756773742332,0,0,198,0
11542.288342350972,0,0,199,0
11542.288342350972,0,0,200,0
11040.156987015105,0,0,201,0
10539.90307625816,0,0,202,0
10038.468359331811,0,0,203,0
10038.468359331811,0,0,204,0
10540.770788552712,0,0,205,0
10040.26482796428,0,0,206,0
10040.26482796428,0,0,207,0
10544.23288605423,0,0,208,0
10544.23288605423,0,0,209,0
11044.55127751007,0,0,210,0
10542.249634337488,0,0,211,0
10542.249634337488,0,0,212,0
10041.093786675958,0,0,213,0
10041.093786675958,0,0,214,0
9538.982148065164,0,0,215,0
9538.982148065164,0,0,216,0
9538.982148065164,0,0,217,0
9038.215860955213,0,0,218,0
8534.24257009867,0,0,219,0
8032.936171145386,0,0,220,0
7531.200681224279,0,0,221,0
7030.270819788027,0,0,222,0
6527.958422937365,0,0,223,0
7026.224802255415,0,0,224,0
6524.925624423084,0,0,225,0
7021.794116708012,0,0,226,0
6523.897588486949,0,0,227,0
6523.897588486949,0,0,228,0
6523.897588486949,0,0,229,0
7026.040456056464,0,0,230,0
7026.040456056464,0,0,231,0
7026.040456056464,0,0,232,0
7528.275083531634,0,0,233,0
7026.07635765348,0,0,234,0
7026.07635765348,0,0,235,0
7026.07635765348,0,0,236,0
6524.264758750923,0,0,237,0
6022.151778069969,0,0,238,0
6022.151778069969,0,0,239,0
6523.545856136109,0,0,240,0
6523.545856136109,0,0,241,0
6523.545856136109,0,0,242,0
6523.545856136109,0,0,243,0
6523.545856136109,0,0,244,0
6523.545856136109,0,0,245,0
6523.545856136109,0,0,246,0
6025.882174774903,0,0,247,0
5524.59840094692,0,0,248,0
6023.176996747428,0,0,249,0
6023.176996747428,0,0,250,0
6023.176996747428,0,0,251,0
6023.176996747428,0,0,252,0
6525.226075772289,0,0,253,0
6024.736467567516,0,0,254,0
6024.736467567516,0,0,255,0
6526.189463751381,0,0,256,0
6526.189463751381,0,0,257,0
6024.526380916008,0,0,258,0
6024.526380916008,0,0,259,0
6024.526380916008,0,0,260,0
5532.309194751016,0,0,261,0
5532.309194751016,0,0,262,0
5532.309194751016,0,0,263,0
5029.975133034604,0,0,264,0
5029.975133034604,0,0,265,0
5029.975133034604,0,0,266,0
5029.975133034604,0,0,267,0
5029.975133034604,0,0,268,0
5029.975133034604,0,0,269,0
5029.975133034604,0,0,270,0
5029.975133034604,0,0,271,0
5029.975133034604,0,0,272,0
5029.975133034604,0,0,273,0
5029.975133034604,0,0,274,0
5029.975133034604,0,0,275,0
5029.975133034604,0,0,276,0
5029.975133034604,0,0,277,0
5528.777735531389,0,0,278,0
5528.777735531389,0,0,279,0
6021.109195125453,0,0,280,0
5522.892842717816,0,0,281,0
5522.892842717816,0,0,282,0
5522.892842717816,0,0,283,0
5522.892842717816,0,0,284,0
5031.220220083019,0,0,285,0
5031.220220083019,0,0,286,0
5031.220220083019,0,0,287,0
5031.220220083019,0,0,288,0
5031.220220083019,0,0,289,0
5529.527614481573,0,0,290,0
5053.018969215014,0,0,291,0
5053.018969215014,0,0,292,0
5053.018969215014,0,0,293,0
5053.018969215014,0,0,294,0
5053.018969215014,0,0,295,0
5053.018969215014,0,0,296,0
5053.018969215014,0,0,297,0
5053.018969215014,0,0,298,0
5053.018969215014,0,0,299,0
5547.590139717207,0,0,300,0
6044.587889681918,0,0,301,0
5546.52344772511,0,0,302,0
5546.52344772511,0,0,303,0
5546.52344772511,0,0,304,0
5546.52344772511,0,0,305,0
6048.372408693734,0,0,306,0
5546.52344772511,0,0,307,0
5546.52344772511,0,0,308,0
5546.52344772511,0,0,309,0
5546.52344772511,0,0,310,0
5546.52344772511,0,0,311,0
5546.52344772511,0,0,312,0
5546.52344772511,0,0,313,0
5546.52344772511,0,0,314,0
5546.52344772511,0,0,315,0
5546.52344772511,0,0,316,0
5546.52344772511,0,0,317,0
6049.315219905781,0,0,318,0
5546.52344772511,0,0,319,0
5546.52344772511,0,0,320,0
5546.52344772511,0,0,321,0
5546.52344772511,0,0,322,0
5546.52344772511,0,0,323,0
5546.52344772511,0,0,324,0
5546.52344772511,0,0,325,0
6042.4723763371685,0,0,326,0
6042.4723763371685,0,0,327,0
5545.020768098688,0,0,328,0
5545.020768098688,0,0,329,0
5545.020768098688,0,0,330,0
5545.020768098688,0,0,331,0
5545.020768098688,0,0,332,0
5545.020768098688,0,0,333,0
5545.020768098688,0,0,334,0
5545.020768098688,0,0,335,0
6043.572616395733,0,0,336,0
5546.245014998271,0,0,337,0
5546.245014998271,0,0,338,0
5546.245014998271,0,0,339,0
5546.245014998271,0,0,340,0
5546.245014998271,0,0,341,0
5546.245014998271,0,0,342,0
5546.245014998271,0,0,343,0
5546.245014998271,0,0,344,0
5546.245014998271,0,0,345,0
5546.245014998271,0,0,346,0
5546.245014998271,0,0,347,0
5546.245014998271,0,0,348,0
5546.245014998271,0,0,349,0
5546.245014998271,0,0,350,0
5546.245014998271,0,0,351,0
5546.245014998271,0,0,352,0
5546.245014998271,0,0,353,0
5546.245014998271,0,0,354,0
5546.245014998271,0,0,355,0
5546.245014998271,0,0,356,0
5546.245014998271,0,0,357,0
5546.245014998271,0,0,358,0
5546.245014998271,0,0,359,0
5546.245014998271,0,0,360,0
5546.245014998271,0,0,361,0
5546.245014998271,0,0,362,0
5546.245014998271,0,0,363,0
5546.245014998271,0,0,364,0
5546.245014998271,0,0,365,0
6048.107968814791,0,0,366,0
6048.107968814791,0,0,367,0
6048.107968814791,0,0,368,0
6550.489675754687,0,0,369,0
7051.696151543765,0,0,370,0
6550.489675754687,0,0,371,0
6550.489675754687,0,0,372,0
7051.7444355868865,0,0,373,0
7051.7444355868865,0,0,374,0
7051.7444355868865,0,0,375,0
6548.702166069537,0,0,376,0
6548.702166069537,0,0,377,0
6548.702166069537,0,0,378,0
6548.702166069537,0,0,379,0
6548.702166069537,0,0,380,0
6548.702166069537,0,0,381,0
6548.702166069537,0,0,382,0
6548.702166069537,0,0,383,0
6548.702166069537,0,0,384,0
6548.702166069537,0,0,385,0
6548.702166069537,0,0,386,0
6548.702166069537,0,0,387,0
6548.702166069537,0,0,388,0
6548.702166069537,0,0,389,0
6047.320298493725,0,0,390,0
6047.320298493725,0,0,391,0
5545.377606408739,0,0,392,0
5545.377606408739,0,0,393,0
5545.377606408739,0,0,394,0
5545.377606408739,0,0,395,0
5545.377606408739,0,0,396,0
5545.377606408739,0,0,397,0
5545.377606408739,0,0,398,0
5545.377606408739,0,0,399,0
5545.377606408739,0,0,400,0
5545.377606408739,0,0,401,0
5545.377606408739,0,0,402,0
5545.377606408739,0,0,403,0
5545.377606408739,0,0,404,0
5545.377606408739,0,0,405,0
5545.377606408739,0,0,406,0
5545.377606408739,0,0,407,0
5545.377606408739,0,0,408,0
5545.377606408739,0,0,409,0
5545.377606408739,0,0,410,0
5545.377606408739,0,0,411,0
5050.09468636672,0,0,412,0
5050.09468636672,0,0,413,0
5050.09468636672,0,0,414,0
5050.09468636672,0,0,415,0
5050.09468636672,0,0,416,0
5050.09468636672,0,0,417,0
5050.09468636672,0,0,418,0
5050.09468636672,0,0,419,0
5050.09468636672,0,0,420,0
5050.09468636672,0,0,421,0
5050.09468636672,0,0,422,0
5050.09468636672,0,0,423,0
5050.09468636672,0,0,424,0
5050.09468636672,0,0,425,0
5050.09468636672,0,0,426,0
5050.09468636672,0,0,427,0
5050.09468636672,0,0,428,0
5050.09468636672,0,0,429,0
5050.09468636672,0,0,430,0
5050.09468636672,0,0,431,0
5050.09468636672,0,0,432,0
5050.09468636672,0,0,433,0
5050.09468636672,0,0,434,0
5050.09468636672,0,0,435,0
5050.09468636672,0,0,436,0
5050.09468636672,0,0,437,0
5050.09468636672,0,0,438,0
5050.09468636672,0,0,439,0
5050.09468636672,0,0,440,0
5050.09468636672,0,0,441,0
5050.09468636672,0,0,442,0
5050.09468636672,0,0,443,0
5050.09468636672,0,0,444,0
5050.09468636672,0,0,445,0
5050.09468636672,0,0,446,0
5050.09468636672,0,0,447,0
5050.09468636672,0,0,448,0
5050.09468636672,0,0,449,0
5050.09468636672,0,0,450,0
5050.09468636672,0,0,451,0
5050.09468636672,0,0,452,0
5050.09468636672,0,0,453,0
5050.09468636672,0,0,454,0
5050.09468636672,0,0,455,0
5050.09468636672,0,0,456,0
5050.09468636672,0,0,457,0
5050.09468636672,0,0,458,0
5050.09468636672,0,0,459,0
5050.09468636672,0,0,460,0
5050.09468636672,0,0,461,0
5050.09468636672,0,0,462,0
5050.09468636672,0,0,463,0
5050.09468636672,0,0,464,0
5050.09468636672,0,0,465,0
5050.09468636672,0,0,466,0
5050.09468636672,0,0,467,0
5050.09468636672,0,0,468,0
5050.09468636672,0,0,469,0
5050.09468636672,0,0,470,0
5050.09468636672,0,0,471,0
5050.09468636672,0,0,472,0
5050.09468636672,0,0,473,0
5050.09468636672,0,0,474,0
5050.09468636672,0,0,475,0
5050.09468636672,0,0,476,0
5050.09468636672,0,0,477,0
5050.09468636672,0,0,478,0
5050.09468636672,0,0,479,0
5050.09468636672,0,0,480,0
5050.09468636672,0,0,481,0
5050.09468636672,0,0,482,0
5050.09468636672,0,0,483,0
5050.09468636672,0,0,484,0
5050.09468636672,0,0,485,0
5050.09468636672,0,0,486,0
5050.09468636672,0,0,487,0
5050.09468636672,0,0,488,0
5050.09468636672,0,0,489,0
5050.09468636672,0,0,490,0
5050.09468636672,0,0,491,0
5050.09468636672,0,0,492,0
5050.09468636672,0,0,493,0
5050.09468636672,0,0,494,0
5050.09468636672,0,0,495,0
5050.09468636672,0,0,496,0
5050.09468636672,0,0,497,0
5050.09468636672,0,0,498,0
5050.09468636672,0,0,499,0
5050.09468636672,0,0,500,0
5050.09468636672,0,0,501,0
5050.09468636672,0,0,502,0
5050.09468636672,0,0,503,0
5050.09468636672,0,0,504,0
5050.09468636672,0,0,505,0
5050.09468636672,0,0,506,0
5050.09468636672,0,0,507,0
5050.09468636672,0,0,508,0
5050.09468636672,0,0,509,0
5050.09468636672,0,0,510,0
5050.09468636672,0,0,511,0
5050.09468636672,0,0,512,0
5050.09468636672,0,0,513,0
5050.09468636672,0,0,514,0
5050.09468636672,0,0,515,0
5050.09468636672,0,0,516,0
5050.09468636672,0,0,517,0
5050.09468636672,0,0,518,0
5050.09468636672,0,0,519,0
5050.09468636672,0,0,520,0
5050.09468636672,0,0,521,0
5050.09468636672,0,0,522,0
5050.09468636672,0,0,523,0
5050.09468636672,0,0,524,0
5050.09468636672,0,0,525,0
5050.09468636672,0,0,526,0
5050.09468636672,0,0,527,0
5050.09468636672,0,0,528,0
5050.09468636672,0,0,529,0
5050.09468636672,0,0,530,0
5050.09468636672,0,0,531,0
5050.09468636672,0,0,532,0
5050.09468636672,0,0,533,0
5050.09468636672,0,0,534,0
5050.09468636672,0,0,535,0
5050.09468636672,0,0,536,0
5050.09468636672,0,0,537,0
5050.09468636672,0,0,538,0
5050.09468636672,0,0,539,0
5050.09468636672,0,0,540,0
5050.09468636672,0,0,541,0
5050.09468636672,0,0,542,0
5050.09468636672,0,0,543,0
5050.09468636672,0,0,544,0
5050.09468636672,0,0,545,0
5050.09468636672,0,0,546,0
5050.09468636672,0,0,547,0
5050.09468636672,0,0,548,0
5050.09468636672,0,0,549,0
5050.09468636672,0,0,550,0
5050.09468636672,0,0,551,0
5050.09468636672,0,0,552,0
5050.09468636672,0,0,553,0
5050.09468636672,0,0,554,0
5050.09468636672,0,0,555,0
5050.09468636672,0,0,556,0
5050.09468636672,0,0,557,0
5050.09468636672,0,0,558,0
5050.09468636672,0,0,559,0
5050.09468636672,0,0,560,0
5050.09468636672,0,0,561,0
5050.09468636672,0,0,562,0
5050.09468636672,0,0,563,0
5050.09468636672,0,0,564,0
5050.09468636672,0,0,565,0
5050.09468636672,0,0,566,0
5050.09468636672,0,0,567,0
5050.09468636672,0,0,568,0
5050.09468636672,0,0,569,0
5050.09468636672,0,0,570,0
5050.09468636672,0,0,571,0
5050.09468636672,0,0,572,0
5050.09468636672,0,0,573,0
5050.09468636672,0,0,574,0
5050.09468636672,0,0,575,0
5050.09468636672,0,0,576,0
5050.09468636672,0,0,577,0
5050.09468636672,0,0,578,0
5050.09468636672,0,0,579,0
5050.09468636672,0,0,580,0
5050.09468636672,0,0,581,0
5050.09468636672,0,0,582,0
5050.09468636672,0,0,583,0
5050.09468636672,0,0,584,0
5050.09468636672,0,0,585,0
5050.09468636672,0,0,586,0
5050.09468636672,0,0,587,0
5050.09468636672,0,0,588,0
5050.09468636672,0,0,589,0
5050.09468636672,0,0,590,0
5050.09468636672,0,0,591,0
5050.09468636672,0,0,592,0
5050.09468636672,0,0,593,0
5050.09468636672,0,0,594,0
5050.09468636672,0,0,595,0
5050.09468636672,0,0,596,0
5050.09468636672,0,0,597,0
5050.09468636672,0,0,598,0
5050.09468636672,0,0,599,0
5050.09468636672,0,0,600,0
5050.09468636672,0,0,601,0
5050.09468636672,0,0,602,0
5050.09468636672,0,0,603,0
5050.09468636672,0,0,604,0
5050.09468636672,0,0,605,0
5050.09468636672,0,0,606,0
5050.09468636672,0,0,607,0
5050.09468636672,0,0,608,0
5050.09468636672,0,0,609,0
5050.09468636672,0,0,610,0
5050.09468636672,0,0,611,0
5050.09468636672,0,0,612,0
5050.09468636672,0,0,613,0
5050.09468636672,0,0,614,0
5050.09468636672,0,0,615,0
5050.09468636672,0,0,616,0
5050.09468636672,0,0,617,0
5050.09468636672,0,0,618,0
5050.09468636672,0,0,619,0
5050.09468636672,0,0,620,0
5050.09468636672,0,0,621,0
5050.09468636672,0,0,622,0
5050.09468636672,0,0,623,0
5050.09468636672,0,0,624,0
5050.09468636672,0,0,625,0
5050.09468636672,0,0,626,0
5050.09468636672,0,0,627,0
5050.09468636672,0,0,628,0
5050.09468636672,0,0,629,0
5050.09468636672,0,0,630,0
5050.09468636672,0,0,631,0
5050.09468636672,0,0,632,0
5050.09468636672,0,0,633,0
5050.09468636672,0,0,634,0
5050.09468636672,0,0,635,0
5050.09468636672,0,0,636,0
5050.09468636672,0,0,637,0
5050.09468636672,0,0,638,0
5050.09468636672,0,0,639,0
5050.09468636672,0,0,640,0
5050.09468636672,0,0,641,0
5050.09468636672,0,0,642,0
5050.09468636672,0,0,643,0
5050.09468636672,0,0,644,0
5050.09468636672,0,0,645,0
5050.09468636672,0,0,646,0
5050.09468636672,0,0,647,0
5050.09468636672,0,0,648,0
5050.09468636672,0,0,649,0
5050.09468636672,0,0,650,0
5050.09468636672,0,0,651,0
5050.09468636672,0,0,652,0
5050.09468636672,0,0,653,0
5050.09468636672,0,0,654,0
5050.09468636672,0,0,655,0
5050.09468636672,0,0,656,0
5050.09468636672,0,0,657,0
5050.09468636672,0,0,658,0
5050.09468636672,0,0,659,0
5050.09468636672,0,0,660,0
5050.09468636672,0,0,661,0
5050.09468636672,0,0,662,0
5050.09468636672,0,0,663,0
5050.09468636672,0,0,664,0
5050.09468636672,0,0,665,0
5050.09468636672,0,0,666,0
5050.09468636672,0,0,667,0
5050.09468636672,0,0,668,0
5050.09468636672,0,0,669,0
5050.09468636672,0,0,670,0
5050.09468636672,0,0,671,0
5050.09468636672,0,0,672,0
5050.09468636672,0,0,673,0
5050.09468636672,0,0,674,0
5050.09468636672,0,0,675,0
5050.09468636672,0,0,676,0
5050.09468636672,0,0,677,0
5050.09468636672,0,0,678,0
5050.09468636672,0,0,679,0
5050.09468636672,0,0,680,0
5050.09468636672,0,0,681,0
5050.09468636672,0,0,682,0
5050.09468636672,0,0,683,0
5050.09468636672,0,0,684,0
5050.09468636672,0,0,685,0
5050.09468636672,0,0,686,0
5050.09468636672,0,0,687,0
5050.09468636672,0,0,688,0
5050.09468636672,0,0,689,0
5050.09468636672,0,0,690,0
5050.09468636672,0,0,691,0
5050.09468636672,0,0,692,0
5050.09468636672,0,0,693,0
5050.09468636672,0,0,694,0
5050.09468636672,0,0,695,0
5050.09468636672,0,0,696,0
5050.09468636672,0,0,697,0
5050.09468636672,0,0,698,0
5050.09468636672,0,0,699,0
5050.09468636672,0,0,700,0
5050.09468636672,0,0,701,0
5050.09468636672,0,0,702,0
5050.09468636672,0,0,703,0
5050.09468636672,0,0,704,0
5050.09468636672,0,0,705,0
5050.09468636672,0,0,706,0
5050.09468636672,0,0,707,0
5050.09468636672,0,0,708,0
5050.09468636672,0,0,709,0
5050.09468636672,0,0,710,0
5050.09468636672,0,0,711,0
5050.09468636672,0,0,712,0
5050.09468636672,0,0,713,0
5050.09468636672,0,0,714,0
5050.09468636672,0,0,715,0
5050.09468636672,0,0,716,0
5050.09468636672,0,0,717,0
5050.09468636672,0,0,718,0
5050.09468636672,0,0,719,0
5050.09468636672,0,0,720,0
5050.09468636672,0,0,721,0
5050.09468636672,0,0,722,0
5050.09468636672,0,0,723,0
5050.09468636672,0,0,724,0
5050.09468636672,0,0,725,0
5050.09468636672,0,0,726,0
5050.09468636672,0,0,727,0
5050.09468636672,0,0,728,0
5050.09468636672,0,0,729,0
5050.09468636672,0,0,730,0
5050.09468636672,0,0,731,0
5050.09468636672,0,0,732,0
5050.09468636672,0,0,733,0
5050.09468636672,0,0,734,0
5050.09468636672,0,0,735,0
5050.09468636672,0,0,736,0
5050.09468636672,0,0,737,0
5050.09468636672,0,0,738,0
5050.09468636672,0,0,739,0
5050.09468636672,0,0,740,0
5050.09468636672,0,0,741,0
5050.09468636672,0,0,742,0
5050.09468636672,0,0,743,0
5050.09468636672,0,0,744,0
5050.09468636672,0,0,745,0
5050.09468636672,0,0,746,0
5050.09468636672,0,0,747,0
5050.09468636672,0,0,748,0
5050.09468636672,0,0,749,0
5050.09468636672,0,0,750,0
5050.09468636672,0,0,751,0
5050.09468636672,0,0,752,0
5050.09468636672,0,0,753,0
5050.09468636672,0,0,754,0
5050.09468636672,0,0,755,0
5050.09468636672,0,0,756,0
5050.09468636672,0,0,757,0
5050.09468636672,0,0,758,0
5050.09468636672,0,0,759,0
5050.09468636672,0,0,760,0
5050.09468636672,0,0,761,0
5050.09468636672,0,0,762,0
5050.09468636672,0,0,763,0
5050.09468636672,0,0,764,0
5050.09468636672,0,0,765,0
5050.09468636672,0,0,766,0
5050.09468636672,0,0,767,0
5050.09468636672,0,0,768,0
5050.09468636672,0,0,769,0
5050.09468636672,0,0,770,0
5050.09468636672,0,0,771,0
5050.09468636672,0,0,772,0
5050.09468636672,0,0,773,0
5050.09468636672,0,0,774,0
5050.09468636672,0,0,775,0
5050.09468636672,0,0,776,0
5050.09468636672,0,0,777,0
5050.09468636672,0,0,778,0
5050.09468636672,0,0,779,0
5050.09468636672,0,0,780,0
5050.09468636672,0,0,781,0
5050.09468636672,0,0,782,0
5050.09468636672,0,0,783,0
5050.09468636672,0,0,784,0
5050.09468636672,0,0,785,0
5050.09468636672,0,0,786,0
5050.09468636672,0,0,787,0
5050.09468636672,0,0,788,0
5050.09468636672,0,0,789,0
5050.09468636672,0,0,790,0
5050.09468636672,0,0,791,0
5050.09468636672,0,0,792,0
5050.09468636672,0,0,793,0
5050.09468636672,0,0,794,0
5050.09468636672,0,0,795,0
5050.09468636672,0,0,796,0
5050.09468636672,0,0,797,0
5050.09468636672,0,0,798,0
5050.09468636672,0,0,799,0
5050.09468636672,0,0,800,0
5050.09468636672,0,0,801,0
5050.09468636672,0,0,802,0
5050.09468636672,0,0,803,0
5050.09468636672,0,0,804,0
5050.09468636672,0,0,805,0
5050.09468636672,0,0,806,0
5050.09468636672,0,0,807,0
5050.09468636672,0,0,808,0
5050.09468636672,0,0,809,0
5050.09468636672,0,0,810,0
5050.09468636672,0,0,811,0
5050.09468636672,0,0,812,0
5050.09468636672,0,0,813,0
5050.09468636672,0,0,814,0
5050.09468636672,0,0,815,0
5050.09468636672,0,0,816,0
5050.09468636672,0,0,817,0
5050.09468636672,0,0,818,0
5050.09468636672,0,0,819,0
5050.09468636672,0,0,820,0
5050.09468636672,0,0,821,0
5050.09468636672,0,0,822,0
5050.09468636672,0,0,823,0
5050.09468636672,0,0,824,0
5050.09468636672,0,0,825,0
5050.09468636672,0,0,826,0
5050.09468636672,0,0,827,0
5050.09468636672,0,0,828,0
5050.09468636672,0,0,829,0
