SA,Naive FC-2,Naive HC-1,Iter,Naive HC-2
8.547181907130208,14.252551715737386,8.547181907130208,0,8.547181907130208
8.55857422416488,11.423902476412863,7.143871853630712,1,7.143871853630712
8.571302352425139,11.422670896498468,5.7411080512275,2,5.71473426629424
8.586747727589756,10.730736044282956,5.050811088214014,3,4.393982713644588
8.669019171538125,9.259166219685518,4.361258401337287,4,3.675314007268223
8.650914478643845,7.813900442594428,3.6049270485412577,5,2.960608566020333
7.969866865508336,7.111506879384969,2.920891296412215,6,2.2479185931580177
8.011290503154216,6.420458930420921,2.2498711501906845,7,2.2055506771642497
7.998131284039671,5.720140456508488,2.1974126751913237,8,1.506308266387776
7.308676954363661,5.710591682917548,1.5263611030112039,9,1.439741067261982
7.27246622111581,5.7043758067961186,1.3674339929337394,10,1.3897884434666976
7.238965609684771,5.052750008090261,1.3184170904160664,11,1.3432668458116432
7.270293465704031,5.027203881656503,1.2824769812148964,12,1.3049225445003785
7.270293465704031,4.996517921569312,1.2422883003801546,13,0.5761263305277528
7.238878411542817,4.296575993011981,1.2150507301995406,14,0.576119873054935
7.217252418426638,4.282979900708908,1.1809881878386033,15,0.5761198730549348
5.82458164873836,4.2450692788090505,1.1532937252110917,16,0.5761198730549348
5.846930273533028,4.2175027986454126,1.132394325158785,17,
5.88065006028233,4.210446544875137,1.1120716570264677,18,
5.839314824205805,4.197218720101774,0.38786137574007606,19,
5.839314824205805,3.5126545410620347,0.3716877406794809,20,
5.81688664865409,3.5103241088734123,0.3655033329603779,21,
5.813065275209468,2.8122943113295245,0.36060823345113646,22,
5.835943918068426,1.4189006736449357,0.35955795385679656,23,
5.845732654097331,1.410087430379125,0.35095364932385065,24,
5.873681356002048,1.4067838928810215,0.35095364932385065,25,
5.920291211328681,1.3892373657767307,,26,
5.933668804581722,1.38918298819902,,27,
5.970796031729844,1.3247701194758508,,28,
5.946900654557901,1.3229521297735394,,29,
5.970024839809479,1.3072276957324034,,30,
5.9329261753250755,0.6241664299223708,,31,
5.8860007055218535,0.61912280730478,,32,
5.842242694569737,0.6106868328728097,,33,
5.8156512378122445,0.5988778483072794,,34,
5.7979558857267515,0.5971675043663756,,35,
5.755812985527935,0.5905237872813872,,36,
5.782426886578184,0.5673502156529263,,37,
5.77274179779967,0.5649226726594222,,38,
6.482446694164363,0.5484759567681936,,39,
6.514330602130143,0.5334804025092172,,40,
6.5322244199268304,0.5324008715978444,,41,
6.459794928966263,0.5231659369257675,,42,
6.431952751573389,0.5175382705020164,,43,
6.419962987089329,0.5157538942979079,,44,
5.729406333845904,0.5157538942979077,,45,
6.419962987089329,0.5056715388066907,,46,
6.437739581986682,0.502250296610304,,47,
6.419962987089329,0.5014784968198402,,48,
6.429513018488361,0.5006067146489942,,49,
5.08658716497939,0.4990883000680047,,50,
7.723254902914199,0.49612105339988255,,51,
7.723254902914199,0.4961210533998825,,52,
7.697222085615515,0.49031539943915187,,53,
7.718118189965963,0.4903153994391518,,54,
7.751227338361154,0.48798496725052976,,55,
7.738711139560397,0.48257055870000737,,56,
7.739407789516446,0.4822985514147131,,57,
7.746937703058719,0.4729064983724983,,58,
8.438776104548534,0.4729064983724983,,59,
7.0352211938030855,,,60,
8.438776104548534,,,61,
7.746937703058719,,,62,
7.724133646687694,,,63,
7.014771835386168,,,64,
6.997138925586271,,,65,
8.313020544544154,,,66,
6.389103593774279,,,67,
6.391627529920082,,,68,
6.379954561715167,,,69,
6.4161011675088915,,,70,
6.379954561715167,,,71,
6.391627529920082,,,72,
6.376724978813026,,,73,
5.692675047221459,,,74,
5.689269762860582,,,75,
5.712012990157735,,,76,
5.7245566774668895,,,77,
5.728370683032627,,,78,
5.715617790054166,,,79,
5.684471040937363,,,80,
5.682128314891669,,,81,
7.024852488652343,,,82,
7.036081306575252,,,83,
7.730307149063224,,,84,
8.42104102611772,,,85,
7.017684458335586,,,86,
7.709447070395662,,,87,
8.385822116187734,,,88,
9.056007335814716,,,89,
9.067677493283846,,,90,
9.074359379692169,,,91,
9.040127191082535,,,92,
9.050347479441681,,,93,
9.134097649309837,,,94,
9.143690549843255,,,95,
9.149969362464823,,,96,
9.181173964629087,,,97,
9.152203104647977,,,98,
9.144091117818647,,,99,
7.664079762578219,,,100,
9.546457201930167,,,101,
8.897147723311157,,,102,
8.909977785036235,,,103,
8.897147723311157,,,104,
8.894345848540752,,,105,
8.202953176618193,,,106,
8.226024321907179,,,107,
7.551123952568885,,,108,
8.241129245712639,,,109,
7.804220940873949,,,110,
7.804220940873949,,,111,
9.207553060320905,,,112,
9.889914989214706,,,113,
9.856618951992166,,,114,
10.537731653978442,,,115,
10.667699467092524,,,116,
10.646740481405129,,,117,
9.964576492255492,,,118,
9.97410792094473,,,119,
11.444409190131598,,,120,
11.41313146003789,,,121,
11.402325935240043,,,122,
11.431973414440527,,,123,
11.464047161163723,,,124,
11.431973414440527,,,125,
11.461874405751944,,,126,
11.422175747828726,,,127,
10.008561760278225,,,128,
9.924720962336698,,,129,
9.954239560081461,,,130,
9.93798116227043,,,131,
10.640855357900731,,,132,
10.611155394522777,,,133,
10.611573784596498,,,134,
9.891362421779432,,,135,
9.891362421779432,,,136,
9.198683491653224,,,137,
9.8911325019895,,,138,
9.86103762127266,,,139,
9.886274890283978,,,140,
10.59882312579244,,,141,
10.629077118963023,,,142,
11.310988380124448,,,143,
12.030977560094511,,,144,
11.339055031524072,,,145,
11.228751626163854,,,146,
11.206742048309234,,,147,
10.511715337657577,,,148,
10.510771333840012,,,149,
10.490565696949778,,,150,
11.905457463222673,,,151,
11.906386975170724,,,152,
10.564495399571056,,,153,
11.906386975170724,,,154,
11.905457463222673,,,155,
10.426034344797248,,,156,
10.519116801001635,,,157,
10.533991345010596,,,158,
9.129311530539747,,,159,
9.163975435608483,,,160,
10.586634531011285,,,161,
9.983578330956806,,,162,
12.140528097662378,,,163,
11.446315665120993,,,164,
11.362993619669265,,,165,
11.393378471426173,,,166,
11.415023175266617,,,167,
11.435830291484413,,,168,
11.529438987482317,,,169,
11.497591413899166,,,170,
10.741841365182694,,,171,
10.741841365182694,,,172,
10.774422053673453,,,173,
10.10318833035204,,,174,
10.81850861112853,,,175,
10.783986300486168,,,176,
9.330488499418184,,,177,
9.305210111245076,,,178,
10.060496298454416,,,179,
10.744831661730295,,,180,
10.035423148366391,,,181,
10.744831661730295,,,182,
10.035423148366391,,,183,
10.628445732406192,,,184,
9.94693000950318,,,185,
11.416120904512288,,,186,
11.433637971244224,,,187,
10.743747011401897,,,188,
10.71257344567861,,,189,
10.02209602093184,,,190,
10.707203962638195,,,191,
10.725190627801261,,,192,
9.312541721439837,,,193,
9.994666706172147,,,194,
10.02783900079629,,,195,
10.005247359247583,,,196,
10.005247359247583,,,197,
9.302745299183643,,,198,
9.295586495620627,,,199,
9.295586495620627,,,200,
9.305026320485833,,,201,
9.295586495620627,,,202,
9.261753614602688,,,203,
7.955604883839118,,,204,
8.00223492388325,,,205,
8.703885499573554,,,206,
10.149722431429208,,,207,
10.84285245600785,,,208,
12.129227630360292,,,209,
12.799645321354552,,,210,
12.830933382575324,,,211,
12.850285285035339,,,212,
11.454481654334078,,,213,
10.719783231402495,,,214,
10.772228288391833,,,215,
11.511661248483232,,,216,
14.33867437256658,,,217,
14.30083390127924,,,218,
14.337687287172873,,,219,
11.510633034531454,,,220,
11.534722732927781,,,221,
11.49160858754053,,,222,
11.50559668824952,,,223,
11.46783474382492,,,224,
11.454303601273958,,,225,
11.49160858754053,,,226,
12.230764632717412,,,227,
12.230764632717412,,,228,
12.244300304292086,,,229,
12.244989091596308,,,230,
10.85297420273158,,,231,
10.90853089071402,,,232,
9.535658493285963,,,233,
10.90853089071402,,,234,
11.653240373293436,,,235,
13.774594132472856,,,236,
13.838295382086626,,,237,
13.4614022263336,,,238,
13.513866796689326,,,239,
12.836153319606973,,,240,
12.67203223460998,,,241,
12.658971330846908,,,242,
12.644160761175234,,,243,
12.658971330846908,,,244,
12.657448145751225,,,245,
11.26418006373206,,,246,
11.999424324683117,,,247,
11.298955824643768,,,248,
10.631816746844502,,,249,
12.81758583828532,,,250,
12.784809774361936,,,251,
12.07578992566125,,,252,
11.364255146845311,,,253,
10.629088031221139,,,254,
10.655060822265929,,,255,
10.690706342488165,,,256,
10.714314834652116,,,257,
10.68076376415928,,,258,
11.366148501671244,,,259,
10.621765553129908,,,260,
